Transaction ID,Date,Description,Amount,Currency,Supplier Name,Category,Subcategory
T0873,2025-01-23,"Procurement of Last-mile Delivery from May, Osborne and Randolph",10840.13,USD,"May, Osborne and Randolph",Logistics,Last-mile Delivery
T0874,2025-01-05,"Procurement of Employee Training from Monroe, Bryant and Dennis",20466.08,USD,"Monroe, Bryant and Dennis",HR & Training,Employee Training
T0875,2025-03-13,Procurement of Cold Chain Transport from Matthews LLC,33740.82,USD,Matthews LLC,Logistics,Cold Chain Transport
T0876,2025-02-05,"Procurement of redefine enterprise supply-chains from Perez, Blackwell and Mckee",41577.04,USD,"Perez, Blackwell and Mckee",,
T0877,2025-02-10,"Procurement of Cold Chain Transport from Berry, Adkins and Davis",1652.36,EUR,"Berry, Adkins and Davis",Logistics,Cold Chain Transport
T0878,2025-02-08,"Procurement of incentivize collaborative functionalities from Murillo, Jackson and Guerrero",18015.51,GBP,"Murillo, Jackson and Guerrero",,
T0879,2025-01-23,Procurement of reinvent end-to-end models from Robinson-Gonzales,22772.06,USD,Robinson-Gonzales,,
T0880,2025-02-27,"Procurement of enable granular communities from Alvarado, Smith and Williams",44579.58,EUR,"Alvarado, Smith and Williams",,
T0881,2025-03-12,"Procurement of generate magnetic relationships from Adams, Young and Hodges",19071.82,USD,"Adams, Young and Hodges",,
T0882,2025-03-05,Procurement of incentivize viral ROI from Wang LLC,16863.06,GBP,Wang LLC,,
T0883,2025-01-25,"Procurement of Event Sponsorship from Randolph, Salas and Vasquez",44093.67,EUR,"Randolph, Salas and Vasquez",Marketing,Event Sponsorship
T0884,2025-01-28,Procurement of redefine clicks-and-mortar niches from Ramsey-Barnett,17408.7,USD,Ramsey-Barnett,,
T0885,2025-03-01,Procurement of e-enable impactful users from Juarez Inc,43612.78,USD,Juarez Inc,,
T0886,2025-01-03,Procurement of Lab Equipment from Rodriguez LLC,40491.22,USD,Rodriguez LLC,R&D,Lab Equipment
T0887,2025-03-04,"Procurement of Recurrent SaaS License from Mcdonald, Frederick and West",46942.63,GBP,"Mcdonald, Frederick and West",IT,Recurrent SaaS License
T0888,2025-01-12,"Procurement of Warehousing from May, Osborne and Randolph",25373.01,GBP,"May, Osborne and Randolph",Logistics,Warehousing
T0889,2025-01-01,"Procurement of Employee Training from Day, Long and Bell",33963.38,GBP,"Day, Long and Bell",HR & Training,Employee Training
T0890,2025-02-11,Procurement of Digital Advertising from Combs PLC,29671.78,EUR,Combs PLC,Marketing,Digital Advertising
T0891,2025-02-25,"Procurement of visualize end-to-end synergies from Cain, Price and Lozano",19872.74,EUR,"Cain, Price and Lozano",,
T0892,2025-02-01,Procurement of Recurrent SaaS License from Wang LLC,3104.34,GBP,Wang LLC,IT,Recurrent SaaS License
T0893,2025-02-06,"Procurement of incubate B2B networks from Green, Thompson and Paul",25714.8,EUR,"Green, Thompson and Paul",,
T0894,2025-01-08,Procurement of drive impactful applications from Perry LLC,12910.52,GBP,Perry LLC,,
T0895,2025-01-28,"Procurement of Warehousing from Huff, Thompson and Day",10146.86,EUR,"Huff, Thompson and Day",Logistics,Warehousing
T0896,2025-03-20,"Procurement of Raw Materials from West, Jones and Koch",31161.62,EUR,"West, Jones and Koch",Manufacturing,Raw Materials
T0897,2025-03-17,"Procurement of Clinical Trials from Smith, Aguilar and Finley",5748.75,EUR,"Smith, Aguilar and Finley",R&D,Clinical Trials
T0898,2024-12-27,"Procurement of Raw Materials from Huff, Thompson and Day",44454.09,GBP,"Huff, Thompson and Day",Manufacturing,Raw Materials
T0899,2024-12-29,Procurement of Raw Materials from Martin and Sons,2126.43,GBP,Martin and Sons,Manufacturing,Raw Materials
T0900,2024-12-29,Procurement of Cold Chain Transport from Stanley and Sons,17796.88,USD,Stanley and Sons,Logistics,Cold Chain Transport
T0901,2025-01-31,"Procurement of Warehousing from May, Osborne and Randolph",18411.13,USD,"May, Osborne and Randolph",Logistics,Warehousing
T0902,2025-03-17,Procurement of Print Media from Banks-Tate,30904.83,USD,Banks-Tate,Marketing,Print Media
T0903,2025-01-22,Procurement of aggregate compelling mindshare from Silva PLC,24744.06,EUR,Silva PLC,,
T0904,2025-03-23,"Procurement of disintermediate world-class initiatives from Huff, Thompson and Day",41641.51,GBP,"Huff, Thompson and Day",,
T0905,2025-03-11,"Procurement of grow back-end content from Bell, Shaffer and Zamora",8848.09,GBP,"Bell, Shaffer and Zamora",,
T0906,2025-02-04,Procurement of Professional IT Services from Russell-Kim,45568.78,GBP,Russell-Kim,IT,Professional IT Services
T0907,2025-02-22,"Procurement of Research Services from West, Jones and Koch",24520.32,EUR,"West, Jones and Koch",R&D,Research Services
T0908,2025-01-05,"Procurement of Print Media from Lopez, Golden and Calhoun",41449.51,USD,"Lopez, Golden and Calhoun",Marketing,Print Media
T0909,2024-12-26,Procurement of incentivize compelling channels from Wall PLC,36401.51,GBP,Wall PLC,,
T0910,2025-01-10,Procurement of Digital Advertising from Mitchell Ltd,36115.92,GBP,Mitchell Ltd,Marketing,Digital Advertising
T0911,2025-02-10,Procurement of Temporary Staff from Hughes-Payne,38495.86,GBP,Hughes-Payne,HR & Training,Temporary Staff
T0912,2025-02-08,Procurement of facilitate best-of-breed portals from Dunlap-Weiss,21030.41,GBP,Dunlap-Weiss,,
T0913,2025-03-25,Procurement of Facility Maintenance from Contreras-Lucas,11207.97,GBP,Contreras-Lucas,Manufacturing,Facility Maintenance
T0914,2024-12-31,Procurement of Print Media from Stanley and Sons,36849.47,GBP,Stanley and Sons,Marketing,Print Media
T0915,2025-03-09,Procurement of Print Media from Adams-Patel,28443.47,EUR,Adams-Patel,Marketing,Print Media
T0916,2025-01-04,Procurement of Recurrent SaaS License from Watson-Carson,8919.68,GBP,Watson-Carson,IT,Recurrent SaaS License
T0917,2025-02-24,Procurement of Warehousing from Brooks LLC,44974.33,USD,Brooks LLC,Logistics,Warehousing
T0918,2025-02-01,Procurement of Last-mile Delivery from Haley Group,35550.66,GBP,Haley Group,Logistics,Last-mile Delivery
T0919,2025-01-25,Procurement of Employee Training from Brooks LLC,25993.72,EUR,Brooks LLC,HR & Training,Employee Training
T0920,2025-02-12,"Procurement of Professional IT Services from Murillo, Jackson and Guerrero",1750.33,USD,"Murillo, Jackson and Guerrero",IT,Professional IT Services
T0921,2025-03-14,"Procurement of Print Media from Monroe, Bryant and Dennis",8072.81,GBP,"Monroe, Bryant and Dennis",Marketing,Print Media
T0922,2025-02-24,Procurement of Clinical Trials from Johnson-Farmer,44366.9,USD,Johnson-Farmer,R&D,Clinical Trials
T0923,2025-03-15,Procurement of maximize out-of-the-box relationships from Erickson-Larson,16706.14,EUR,Erickson-Larson,,
T0924,2025-03-23,Procurement of Employee Training from Newman LLC,20683.92,EUR,Newman LLC,HR & Training,Employee Training
T0925,2025-02-09,Procurement of One-shot Software Purchase from Banks-Tate,7135.13,EUR,Banks-Tate,IT,One-shot Software Purchase
T0926,2025-03-09,Procurement of integrate mission-critical models from Watson-Smith,27927.21,USD,Watson-Smith,,
T0927,2025-01-16,"Procurement of Recruitment Services from Townsend, Harper and Baker",42442.81,EUR,"Townsend, Harper and Baker",HR & Training,Recruitment Services
T0928,2024-12-29,Procurement of evolve magnetic e-markets from Nolan LLC,30517.69,USD,Nolan LLC,,
T0929,2025-01-27,"Procurement of Professional IT Services from Hooper, Robinson and Little",8747.69,USD,"Hooper, Robinson and Little",IT,Professional IT Services
T0930,2025-01-03,Procurement of Recurrent SaaS License from Davis-Smith,9530.22,EUR,Davis-Smith,IT,Recurrent SaaS License
T0931,2025-02-06,Procurement of synthesize turn-key web-readiness from Collins-Donovan,28276.3,GBP,Collins-Donovan,,
T0932,2025-01-29,Procurement of Last-mile Delivery from Williams PLC,7527.61,USD,Williams PLC,Logistics,Last-mile Delivery
T0933,2025-02-15,Procurement of Professional IT Services from Banks-Tate,49877.82,GBP,Banks-Tate,IT,Professional IT Services
T0934,2025-01-26,Procurement of Digital Advertising from Nolan LLC,9154.05,GBP,Nolan LLC,Marketing,Digital Advertising
T0935,2025-01-25,"Procurement of Temporary Staff from West, Jones and Koch",32803.12,EUR,"West, Jones and Koch",HR & Training,Temporary Staff
T0936,2025-03-16,Procurement of whiteboard user-centric experiences from Reid-Reynolds,32713.71,EUR,Reid-Reynolds,,
T0937,2025-01-05,"Procurement of Warehousing from Cain, Price and Lozano",2878.96,USD,"Cain, Price and Lozano",Logistics,Warehousing
T0938,2025-02-13,Procurement of Research Services from Watson-Carson,5875.92,USD,Watson-Carson,R&D,Research Services
T0939,2025-02-04,Procurement of synergize interactive functionalities from Benton-Wang,24640.9,USD,Benton-Wang,,
T0940,2025-03-02,"Procurement of Recurrent SaaS License from Stewart, Brooks and Bailey",27212.73,USD,"Stewart, Brooks and Bailey",IT,Recurrent SaaS License
T0941,2025-01-13,"Procurement of deliver frictionless web services from Lopez, Golden and Calhoun",37647.39,EUR,"Lopez, Golden and Calhoun",,
T0942,2025-01-03,Procurement of Facility Maintenance from Hughes-Payne,21075.02,GBP,Hughes-Payne,Manufacturing,Facility Maintenance
T0943,2025-03-01,Procurement of Event Sponsorship from Contreras-Lucas,31375.78,EUR,Contreras-Lucas,Marketing,Event Sponsorship
T0944,2025-01-13,Procurement of syndicate revolutionary ROI from Malone-Whitaker,7900.94,GBP,Malone-Whitaker,,
T0945,2025-03-08,Procurement of Digital Advertising from Graves-Thompson,10816.49,EUR,Graves-Thompson,Marketing,Digital Advertising
T0946,2025-01-02,"Procurement of target rich vortals from Smith, Aguilar and Finley",15586.3,EUR,"Smith, Aguilar and Finley",,
T0947,2025-01-27,"Procurement of Recurrent SaaS License from Ho, Nguyen and Williams",23195.07,USD,"Ho, Nguyen and Williams",IT,Recurrent SaaS License
T0948,2025-03-15,Procurement of revolutionize bricks-and-clicks systems from Wall PLC,26620.32,EUR,Wall PLC,,
T0949,2025-03-22,Procurement of transform compelling initiatives from Erickson-Larson,37684.47,GBP,Erickson-Larson,,
T0950,2025-01-21,Procurement of aggregate sticky e-tailers from Russell-Kim,47479.38,EUR,Russell-Kim,,
T0951,2025-02-17,Procurement of Clinical Trials from Melton PLC,45408.3,USD,Melton PLC,R&D,Clinical Trials
T0952,2025-03-12,"Procurement of Temporary Staff from Lopez, Golden and Calhoun",22704.58,GBP,"Lopez, Golden and Calhoun",HR & Training,Temporary Staff
T0953,2024-12-29,Procurement of Clinical Trials from Mitchell Ltd,20657.34,GBP,Mitchell Ltd,R&D,Clinical Trials
T0954,2025-03-08,Procurement of incentivize rich action-items from Haley Group,16273.68,GBP,Haley Group,,
T0955,2025-03-18,"Procurement of incubate compelling communities from Cain, Price and Lozano",43168.84,USD,"Cain, Price and Lozano",,
T0956,2025-01-19,Procurement of Clinical Trials from Perry-Jackson,24845.74,GBP,Perry-Jackson,R&D,Clinical Trials
T0957,2025-02-28,Procurement of Temporary Staff from Melton PLC,45277.12,USD,Melton PLC,HR & Training,Temporary Staff
T0958,2025-01-28,Procurement of maximize compelling e-commerce from Silva PLC,23797.67,EUR,Silva PLC,,
T0959,2025-03-15,Procurement of strategize bricks-and-clicks relationships from Combs PLC,18749.48,USD,Combs PLC,,
T0960,2025-02-17,Procurement of One-shot Software Purchase from Watson-Smith,1866.59,EUR,Watson-Smith,IT,One-shot Software Purchase
T0961,2025-02-10,Procurement of iterate vertical web-readiness from Hill PLC,37483.87,EUR,Hill PLC,,
T0962,2025-01-03,Procurement of Cold Chain Transport from Hill PLC,41151.33,EUR,Hill PLC,Logistics,Cold Chain Transport
T0963,2025-02-17,Procurement of matrix integrated interfaces from Watson-Carson,17253.9,EUR,Watson-Carson,,
T0964,2025-03-01,Procurement of syndicate magnetic supply-chains from Martin and Sons,5006.3,USD,Martin and Sons,,
T0965,2025-01-29,Procurement of repurpose one-to-one e-commerce from Hughes-Payne,19499.64,EUR,Hughes-Payne,,
T0966,2025-01-25,"Procurement of seize integrated e-tailers from Alvarado, Smith and Williams",46908.62,USD,"Alvarado, Smith and Williams",,
T0967,2025-02-12,Procurement of innovate collaborative experiences from Coleman Inc,43282.83,GBP,Coleman Inc,,
T0968,2025-03-05,Procurement of Recruitment Services from Taylor PLC,40047.57,USD,Taylor PLC,HR & Training,Recruitment Services
T0969,2025-01-27,Procurement of Facility Maintenance from Matthews LLC,42917.55,USD,Matthews LLC,Manufacturing,Facility Maintenance
T0970,2025-01-16,Procurement of Recruitment Services from Smith and Sons,36920.89,EUR,Smith and Sons,HR & Training,Recruitment Services
T0971,2025-01-17,Procurement of Recruitment Services from Smith and Sons,27449.89,GBP,Smith and Sons,HR & Training,Recruitment Services
T0972,2025-02-15,Procurement of Employee Training from Brooks LLC,20528.83,EUR,Brooks LLC,HR & Training,Employee Training
T0973,2025-02-27,"Procurement of Clinical Trials from May, Osborne and Randolph",23639.52,EUR,"May, Osborne and Randolph",R&D,Clinical Trials
T0974,2025-03-10,Procurement of Warehousing from Horton Group,18112.45,USD,Horton Group,Logistics,Warehousing
T0975,2025-03-18,Procurement of innovate efficient content from Irwin-Dean,46185.1,USD,Irwin-Dean,,
T0976,2025-01-30,Procurement of Lab Equipment from Smith and Sons,39464.41,GBP,Smith and Sons,R&D,Lab Equipment
T0977,2025-01-22,Procurement of Recurrent SaaS License from Erickson-Larson,26836.89,USD,Erickson-Larson,IT,Recurrent SaaS License
T0978,2025-01-10,"Procurement of Event Sponsorship from Bell, Shaffer and Zamora",32400.02,EUR,"Bell, Shaffer and Zamora",Marketing,Event Sponsorship
T0979,2025-03-18,Procurement of Lab Equipment from Johnson Ltd,20234.07,GBP,Johnson Ltd,R&D,Lab Equipment
T0980,2025-01-20,Procurement of maximize vertical eyeballs from Williams PLC,34271.93,EUR,Williams PLC,,
T0981,2025-03-02,Procurement of aggregate cutting-edge markets from Ramsey-Barnett,23886.62,EUR,Ramsey-Barnett,,
T0982,2025-03-09,"Procurement of disintermediate seamless functionalities from Monroe, Bryant and Dennis",28421.15,GBP,"Monroe, Bryant and Dennis",,
T0983,2025-02-08,Procurement of Professional IT Services from Gilbert-Velazquez,16309.04,USD,Gilbert-Velazquez,IT,Professional IT Services
T0984,2025-02-19,Procurement of whiteboard robust bandwidth from Mitchell Ltd,31623.16,USD,Mitchell Ltd,,
T0985,2025-02-15,Procurement of Last-mile Delivery from Silva PLC,25657.57,GBP,Silva PLC,Logistics,Last-mile Delivery
T0986,2025-03-07,"Procurement of Recurrent SaaS License from May, Osborne and Randolph",15289.97,GBP,"May, Osborne and Randolph",IT,Recurrent SaaS License
T0987,2025-03-12,"Procurement of repurpose distributed action-items from Berry, Adkins and Davis",8774.76,GBP,"Berry, Adkins and Davis",,
T0988,2025-01-16,Procurement of Facility Maintenance from Juarez Inc,24039.03,EUR,Juarez Inc,Manufacturing,Facility Maintenance
T0989,2025-01-02,Procurement of One-shot Software Purchase from Johnson-Farmer,1727.66,EUR,Johnson-Farmer,IT,One-shot Software Purchase
T0990,2025-01-29,Procurement of Raw Materials from Perry LLC,6543.52,EUR,Perry LLC,Manufacturing,Raw Materials
T0991,2025-03-23,"Procurement of One-shot Software Purchase from Murillo, Jackson and Guerrero",5382.03,GBP,"Murillo, Jackson and Guerrero",IT,One-shot Software Purchase
T0992,2025-03-04,Procurement of engineer enterprise networks from Gilbert-Velazquez,6345.35,GBP,Gilbert-Velazquez,,
T0993,2025-02-09,Procurement of Warehousing from Horton Group,27107.65,GBP,Horton Group,Logistics,Warehousing
T0994,2025-01-18,"Procurement of Employee Training from Sanchez, Wu and Smith",24524.75,EUR,"Sanchez, Wu and Smith",HR & Training,Employee Training
T0995,2025-02-15,Procurement of Recruitment Services from Rodriguez LLC,1260.4,EUR,Rodriguez LLC,HR & Training,Recruitment Services
T0996,2025-02-13,"Procurement of deploy proactive bandwidth from Olson, Stein and Baker",34953.41,USD,"Olson, Stein and Baker",,
T0997,2025-01-21,Procurement of Facility Maintenance from Patterson-Clayton,16056.06,GBP,Patterson-Clayton,Manufacturing,Facility Maintenance
T0998,2025-01-24,Procurement of expedite one-to-one supply-chains from Watson-Smith,29900.02,USD,Watson-Smith,,
T0999,2025-02-14,Procurement of Professional IT Services from Johnson-Farmer,25414.63,USD,Johnson-Farmer,IT,Professional IT Services
T1000,2025-01-24,Procurement of mesh user-centric schemas from Haley Group,6160.09,EUR,Haley Group,,
